stock_code,target_month,model,sigma,sigma_source,n_residuals_product,abc_class,zero_mad
79191B,2011-07,M4_gbm_absolute,12.827979,product,13,C,False
79191C,2011-07,M4_gbm_absolute,36.847643,product,13,C,False
79191D,2011-07,M4_gbm_absolute,6.091143,product,13,C,False
79192A,2011-07,M4_gbm_absolute,2.610824,product,13,C,False
79302M,2011-07,M4_gbm_absolute,19.293464,product,13,B,False
79321,2011-07,M4_gbm_absolute,354.743895,product,13,A,False
79323B,2011-07,M4_gbm_absolute,0.211414,product,11,B,False
79323P,2011-07,M4_gbm_absolute,0.086390,product,13,A,False
79329,2011-07,M4_gbm_absolute,0.378451,product,12,C,False
79331,2011-07,M4_gbm_absolute,4.997950,product,13,C,False
79337,2011-07,M4_gbm_absolute,62.747147,product,13,C,False
79403,2011-07,M4_gbm_absolute,14.942032,product,13,C,False
79406,2011-07,M4_gbm_absolute,18.393547,product,13,C,False
81950V,2011-07,M4_gbm_absolute,0.383443,product,13,C,False
82001S,2011-07,M4_gbm_absolute,61.351744,product,13,A,False
82011A,2011-07,M4_gbm_absolute,3.445255,product,13,C,False
82011B,2011-07,M4_gbm_absolute,2.884794,product,13,C,False
82011C,2011-07,M4_gbm_absolute,5.061938,product,13,C,False
82095,2011-07,M4_gbm_absolute,3.420074,product,13,C,False
82482,2011-07,M4_gbm_absolute,115.013310,product,13,A,False
82483,2011-07,M4_gbm_absolute,133.947672,product,13,A,False
82484,2011-07,M4_gbm_absolute,166.138587,product,13,A,False
82486,2011-07,M4_gbm_absolute,35.480987,product,13,A,False
82494L,2011-07,M4_gbm_absolute,166.109032,product,13,A,False
82551,2011-07,M4_gbm_absolute,53.344451,product,13,A,False
82552,2011-07,M4_gbm_absolute,96.159589,product,13,A,False
82567,2011-07,M4_gbm_absolute,23.481506,product,13,B,False
82578,2011-07,M4_gbm_absolute,116.576091,product,13,B,False
82580,2011-07,M4_gbm_absolute,195.676561,product,13,A,False
82581,2011-07,M4_gbm_absolute,210.080757,product,13,A,False
82582,2011-07,M4_gbm_absolute,228.635583,product,13,A,False
82583,2011-07,M4_gbm_absolute,286.797761,product,13,A,False
82599,2011-07,M4_gbm_absolute,95.961933,product,13,A,False
82600,2011-07,M4_gbm_absolute,193.351582,product,13,A,False
82605,2011-07,M4_gbm_absolute,5.743917,product,13,C,False
82613A,2011-07,M4_gbm_absolute,7.855256,product,13,C,False
82613B,2011-07,M4_gbm_absolute,33.049352,product,13,C,False
82613C,2011-07,M4_gbm_absolute,22.274456,product,13,C,False
82613D,2011-07,M4_gbm_absolute,12.776301,product,13,B,False
82616B,2011-07,M4_gbm_absolute,16.755550,product,13,C,False
82616C,2011-07,M4_gbm_absolute,26.430534,product,13,C,False
84006,2011-07,M4_gbm_absolute,66.022117,product,13,B,False
84012,2011-07,M4_gbm_absolute,25.954914,product,13,B,False
84016,2011-07,M4_gbm_absolute,0.183550,product,10,A,False
84029E,2011-07,M4_gbm_absolute,63.935578,product,13,A,False
84029G,2011-07,M4_gbm_absolute,123.618783,product,13,A,False
84030E,2011-07,M4_gbm_absolute,33.458621,product,13,A,False
84031A,2011-07,M4_gbm_absolute,14.597492,product,13,A,False
84031B,2011-07,M4_gbm_absolute,6.217415,product,13,B,False
84032A,2011-07,M4_gbm_absolute,32.337103,product,13,A,False
84032B,2011-07,M4_gbm_absolute,43.927186,product,13,A,False
84033,2011-07,M4_gbm_absolute,3.475356,product,13,C,False
84050,2011-07,M4_gbm_absolute,113.090857,product,13,A,False
84051,2011-07,M4_gbm_absolute,18.880752,product,13,C,False
84077,2011-07,M4_gbm_absolute,817.318671,product,13,A,False
84078A,2011-07,M4_gbm_absolute,38.308788,product,13,A,False
84086B,2011-07,M4_gbm_absolute,1.544694,product,13,C,False
84086C,2011-07,M4_gbm_absolute,3.803712,product,13,C,False
84192,2011-07,M4_gbm_absolute,5.564513,product,13,C,False
84199,2011-07,M4_gbm_absolute,14.503857,product,13,C,False
84206C,2011-07,M4_gbm_absolute,0.004389,product,6,C,False
84212,2011-07,M4_gbm_absolute,442.254423,product,13,A,False
84218,2011-07,M4_gbm_absolute,0.685973,product,12,C,False
84226,2011-07,M4_gbm_absolute,2.428218,product,10,C,False
84227,2011-07,M4_gbm_absolute,0.013167,product,8,C,False
84228,2011-07,M4_gbm_absolute,13.152280,product,11,C,False
84231,2011-07,M4_gbm_absolute,1.068339,product,9,C,False
84247G,2011-07,M4_gbm_absolute,10.388520,product,13,C,False
84247K,2011-07,M4_gbm_absolute,2.059207,product,13,C,False
84247L,2011-07,M4_gbm_absolute,31.045093,product,13,C,False
84247N,2011-07,M4_gbm_absolute,3.227380,product,13,C,False
84249A,2011-07,M4_gbm_absolute,6.760047,product,13,C,False
84251B,2011-07,M4_gbm_absolute,8.146336,product,13,C,False
84251C,2011-07,M4_gbm_absolute,10.907091,product,13,C,False
84251G,2011-07,M4_gbm_absolute,28.339188,product,13,C,False
84279B,2011-07,M4_gbm_absolute,10.536762,product,11,B,False
84279P,2011-07,M4_gbm_absolute,24.783351,product,13,A,False
84306,2011-07,M4_gbm_absolute,0.865246,product,13,C,False
84313B,2011-07,M4_gbm_absolute,14.896486,product,13,B,False
84313C,2011-07,M4_gbm_absolute,6.778781,product,13,B,False
84341B,2011-07,M4_gbm_absolute,1.393171,product,13,C,False
84347,2011-07,M4_gbm_absolute,213.589212,product,13,A,False
84352,2011-07,M4_gbm_absolute,9.805238,product,13,A,False
84356,2011-07,M4_gbm_absolute,21.243336,product,13,B,False
84358,2011-07,M4_gbm_absolute,2.870888,product,13,B,False
84360,2011-07,M4_gbm_absolute,3.253974,product,13,C,False
84375,2011-07,M4_gbm_absolute,174.856771,product,13,A,False
84378,2011-07,M4_gbm_absolute,189.414894,product,13,A,False
84380,2011-07,M4_gbm_absolute,180.378093,product,13,A,False
84388,2011-07,M4_gbm_absolute,1.168290,product,13,C,False
84406B,2011-07,M4_gbm_absolute,170.235029,product,13,A,False
84415A,2011-07,M4_gbm_absolute,0.032835,product,9,C,False
84415B,2011-07,M4_gbm_absolute,1.224625,product,13,C,False
84422,2011-07,M4_gbm_absolute,9.301058,product,13,C,False
84429A,2011-07,M4_gbm_absolute,5.043690,product,13,C,False
84452,2011-07,M4_gbm_absolute,1.322016,product,11,C,False
84457,2011-07,M4_gbm_absolute,2.989094,product,13,C,False
84459A,2011-07,M4_gbm_absolute,30.865106,product,13,B,False
84459B,2011-07,M4_gbm_absolute,24.157552,product,13,B,False
84461,2011-07,M4_gbm_absolute,1.174011,product,9,C,False
84462,2011-07,M4_gbm_absolute,0.670378,product,9,C,False
84465,2011-07,M4_gbm_absolute,0.192325,product,12,C,False
84466,2011-07,M4_gbm_absolute,0.119619,product,9,B,False
84497,2011-07,M4_gbm_absolute,2.531850,product,13,C,False
84499,2011-07,M4_gbm_absolute,7.023403,product,13,C,False
84507B,2011-07,M4_gbm_absolute,9.830598,product,13,B,False
84507C,2011-07,M4_gbm_absolute,13.205478,product,13,C,False
84508A,2011-07,M4_gbm_absolute,124.269784,product,13,A,False
84508B,2011-07,M4_gbm_absolute,5.128663,product,13,C,False
84508C,2011-07,M4_gbm_absolute,3.432623,product,13,C,False
84509A,2011-07,M4_gbm_absolute,24.709990,product,13,A,False
84509B,2011-07,M4_gbm_absolute,10.676197,product,13,B,False
84509C,2011-07,M4_gbm_absolute,8.828362,product,13,B,False
84509E,2011-07,M4_gbm_absolute,5.641462,product,13,C,False
84509G,2011-07,M4_gbm_absolute,9.310921,product,13,B,False
84510A,2011-07,M4_gbm_absolute,44.772721,product,13,B,False
84510C,2011-07,M4_gbm_absolute,6.246735,product,13,C,False
84510E,2011-07,M4_gbm_absolute,1.537079,product,13,C,False
84519A,2011-07,M4_gbm_absolute,29.067893,product,13,B,False
84519B,2011-07,M4_gbm_absolute,17.424683,product,13,B,False
84520B,2011-07,M4_gbm_absolute,125.826125,product,13,A,False
84522,2011-07,M4_gbm_absolute,2.425442,product,13,C,False
84527,2011-07,M4_gbm_absolute,5.534294,product,13,C,False
84531A,2011-07,M4_gbm_absolute,7.338989,product,13,C,False
84531B,2011-07,M4_gbm_absolute,4.560520,product,13,C,False
84534B,2011-07,M4_gbm_absolute,30.421774,product,13,C,False
84535A,2011-07,M4_gbm_absolute,1.636975,product,6,C,False
84535B,2011-07,M4_gbm_absolute,73.059499,product,13,B,False
84536A,2011-07,M4_gbm_absolute,113.560398,product,13,B,False
84536B,2011-07,M4_gbm_absolute,87.959014,product,13,B,False
84548,2011-07,M4_gbm_absolute,2.316216,product,13,C,False
84549,2011-07,M4_gbm_absolute,2.520017,product,13,C,False
84551,2011-07,M4_gbm_absolute,0.049525,product,9,C,False
84558A,2011-07,M4_gbm_absolute,26.032409,product,13,B,False
84559A,2011-07,M4_gbm_absolute,35.893052,product,13,B,False
84559B,2011-07,M4_gbm_absolute,28.586100,product,13,B,False
84562A,2011-07,M4_gbm_absolute,8.046040,product,13,B,False
84563A,2011-07,M4_gbm_absolute,5.865112,product,13,C,False
84563B,2011-07,M4_gbm_absolute,9.727117,product,13,C,False
84568,2011-07,M4_gbm_absolute,1132.779559,product,13,A,False
84569A,2011-07,M4_gbm_absolute,10.126316,product,13,C,False
84569B,2011-07,M4_gbm_absolute,25.594711,product,13,C,False
84569C,2011-07,M4_gbm_absolute,13.537694,product,13,C,False
84569D,2011-07,M4_gbm_absolute,35.268514,product,13,B,False
84575A,2011-07,M4_gbm_absolute,1.486348,product,13,C,False
84576,2011-07,M4_gbm_absolute,0.260293,product,13,C,False
84580,2011-07,M4_gbm_absolute,24.727881,product,13,B,False
84581,2011-07,M4_gbm_absolute,15.820899,product,13,B,False
84584,2011-07,M4_gbm_absolute,18.141966,product,13,C,False
84592,2011-07,M4_gbm_absolute,6.196092,product,13,C,False
84593,2011-07,M4_gbm_absolute,0.380953,product,13,C,False
84595E,2011-07,M4_gbm_absolute,5.891018,product,13,C,False
84596B,2011-07,M4_gbm_absolute,80.007344,product,13,B,False
84596E,2011-07,M4_gbm_absolute,45.670833,product,13,B,False
84596F,2011-07,M4_gbm_absolute,49.365070,product,13,B,False
84596G,2011-07,M4_gbm_absolute,32.541631,product,13,B,False
84596J,2011-07,M4_gbm_absolute,43.056261,product,13,C,False
84596L,2011-07,M4_gbm_absolute,17.979607,product,13,C,False
84597B,2011-07,M4_gbm_absolute,5.235133,product,13,C,False
84597C,2011-07,M4_gbm_absolute,6.433058,product,13,C,False
84598,2011-07,M4_gbm_absolute,495.119751,product,13,A,False
84600,2011-07,M4_gbm_absolute,1.247654,product,13,C,False
84609,2011-07,M4_gbm_absolute,1.570632,product,13,C,False
84613A,2011-07,M4_gbm_absolute,1.730062,product,13,C,False
84616,2011-07,M4_gbm_absolute,1.540052,product,13,B,False
84617,2011-07,M4_gbm_absolute,0.185496,product,9,C,False
84625A,2011-07,M4_gbm_absolute,34.275336,product,13,B,False
84625C,2011-07,M4_gbm_absolute,33.350850,product,13,C,False
84629,2011-07,M4_gbm_absolute,0.058790,product,10,C,False
84631,2011-07,M4_gbm_absolute,3.234492,product,13,B,False
84632,2011-07,M4_gbm_absolute,0.876410,product,13,C,False
84637,2011-07,M4_gbm_absolute,4.569349,product,13,B,False
84638,2011-07,M4_gbm_absolute,3.324974,product,13,B,False
84658,2011-07,M4_gbm_absolute,3.964859,product,13,B,False
84659A,2011-07,M4_gbm_absolute,11.495733,product,13,B,False
84660A,2011-07,M4_gbm_absolute,3.163958,product,13,C,False
84660B,2011-07,M4_gbm_absolute,5.002968,product,13,C,False
84660C,2011-07,M4_gbm_absolute,4.310620,product,13,C,False
84661A,2011-07,M4_gbm_absolute,9.051744,product,13,C,False
84661B,2011-07,M4_gbm_absolute,11.834414,product,13,C,False
84661C,2011-07,M4_gbm_absolute,3.214287,product,13,C,False
84663A,2011-07,M4_gbm_absolute,3.774338,product,13,C,False
84665,2011-07,M4_gbm_absolute,11.077701,product,13,B,False
84666,2011-07,M4_gbm_absolute,10.109579,product,13,C,False
84673A,2011-07,M4_gbm_absolute,12.826220,product,13,C,False
84673B,2011-07,M4_gbm_absolute,24.140826,product,13,C,False
84674,2011-07,M4_gbm_absolute,13.967707,product,13,B,False
84675,2011-07,M4_gbm_absolute,2.775178,product,13,C,False
84678,2011-07,M4_gbm_absolute,24.633070,product,13,B,False
84679,2011-07,M4_gbm_absolute,2.899503,abc_group,4,C,False
84683,2011-07,M4_gbm_absolute,42.935654,product,13,C,False
84685,2011-07,M4_gbm_absolute,11.925425,product,13,B,False
84686,2011-07,M4_gbm_absolute,2.641353,product,13,B,False
84687,2011-07,M4_gbm_absolute,3.815819,product,13,C,False
84688,2011-07,M4_gbm_absolute,6.938580,product,13,B,False
84689,2011-07,M4_gbm_absolute,1.819505,product,13,C,False
84691,2011-07,M4_gbm_absolute,68.010754,product,13,B,False
84692,2011-07,M4_gbm_absolute,197.886132,product,13,A,False
84705C,2011-07,M4_gbm_absolute,0.041025,product,11,C,False
84706D,2011-07,M4_gbm_absolute,2.994184,product,13,C,False
84707A,2011-07,M4_gbm_absolute,3.180372,product,13,C,False
84707B,2011-07,M4_gbm_absolute,1.956036,product,13,C,False
84708B,2011-07,M4_gbm_absolute,4.697940,product,13,C,False
84709B,2011-07,M4_gbm_absolute,8.352203,product,13,B,False
84711A,2011-07,M4_gbm_absolute,1.606476,product,13,C,False
84711B,2011-07,M4_gbm_absolute,1.500519,product,13,C,False
84712B,2011-07,M4_gbm_absolute,3.189550,product,13,C,False
84715,2011-07,M4_gbm_absolute,3.632356,product,13,C,False
84723,2011-07,M4_gbm_absolute,0.163769,product,12,C,False
84725,2011-07,M4_gbm_absolute,1.831277,product,13,C,False
84731,2011-07,M4_gbm_absolute,0.008778,product,7,C,False
84741C,2011-07,M4_gbm_absolute,7.606843,product,13,C,False
84743C,2011-07,M4_gbm_absolute,0.013167,product,8,C,False
84744,2011-07,M4_gbm_absolute,10.376765,product,13,C,False
84745A,2011-07,M4_gbm_absolute,3.389374,product,13,C,False
84745B,2011-07,M4_gbm_absolute,2.969725,product,13,C,False
84746,2011-07,M4_gbm_absolute,0.013136,product,8,C,False
84748,2011-07,M4_gbm_absolute,15.505086,product,13,B,False
84750A,2011-07,M4_gbm_absolute,2.016764,product,13,B,False
84750B,2011-07,M4_gbm_absolute,22.753686,product,13,B,False
84751B,2011-07,M4_gbm_absolute,2.759359,product,13,C,False
84754,2011-07,M4_gbm_absolute,109.816401,product,13,B,False
84755,2011-07,M4_gbm_absolute,952.154911,product,13,A,False
84760S,2011-07,M4_gbm_absolute,9.564566,product,13,C,False
84763,2011-07,M4_gbm_absolute,64.613255,product,13,B,False
84766,2011-07,M4_gbm_absolute,14.074914,product,13,C,False
84789,2011-07,M4_gbm_absolute,28.575056,product,13,B,False
84792,2011-07,M4_gbm_absolute,39.482618,product,13,A,False
84795B,2011-07,M4_gbm_absolute,14.529579,product,13,B,False
84795C,2011-07,M4_gbm_absolute,0.923602,product,13,B,False
84796A,2011-07,M4_gbm_absolute,7.984359,product,13,B,False
84796B,2011-07,M4_gbm_absolute,14.707398,product,13,A,False
84798A,2011-07,M4_gbm_absolute,2.545041,product,13,C,False
84798B,2011-07,M4_gbm_absolute,0.077862,product,11,C,False
84799,2011-07,M4_gbm_absolute,12.299389,product,13,C,False
84800L,2011-07,M4_gbm_absolute,18.817513,product,13,B,False
84800M,2011-07,M4_gbm_absolute,8.012995,product,13,C,False
84800S,2011-07,M4_gbm_absolute,8.519210,product,13,C,False
84801A,2011-07,M4_gbm_absolute,10.498800,product,13,C,False
84801B,2011-07,M4_gbm_absolute,7.293684,product,13,C,False
84802B,2011-07,M4_gbm_absolute,1.675269,product,13,C,False
84803A,2011-07,M4_gbm_absolute,3.073459,product,13,C,False
84803B,2011-07,M4_gbm_absolute,1.117835,product,13,C,False
84804A,2011-07,M4_gbm_absolute,6.723168,product,13,C,False
84804B,2011-07,M4_gbm_absolute,4.237776,product,11,C,False
84805A,2011-07,M4_gbm_absolute,0.526972,product,13,C,False
84806A,2011-07,M4_gbm_absolute,5.658811,product,13,C,False
84806B,2011-07,M4_gbm_absolute,20.869868,product,13,C,False
84809A,2011-07,M4_gbm_absolute,13.299603,product,13,C,False
84809B,2011-07,M4_gbm_absolute,1.116698,product,13,C,False
84813,2011-07,M4_gbm_absolute,7.345248,product,13,B,False
84816,2011-07,M4_gbm_absolute,1.487515,product,13,B,False
84817,2011-07,M4_gbm_absolute,18.232411,product,13,C,False
84818,2011-07,M4_gbm_absolute,20.068774,product,13,B,False
84819,2011-07,M4_gbm_absolute,10.644013,product,13,B,False
84820,2011-07,M4_gbm_absolute,10.394551,product,13,C,False
84821,2011-07,M4_gbm_absolute,42.417140,product,13,C,False
84823,2011-07,M4_gbm_absolute,0.638434,product,13,B,False
84824,2011-07,M4_gbm_absolute,0.617368,product,9,C,False
84826,2011-07,M4_gbm_absolute,52.541058,product,13,C,False
84827,2011-07,M4_gbm_absolute,28.908577,product,13,C,False
84828,2011-07,M4_gbm_absolute,98.063529,product,13,B,False
84832,2011-07,M4_gbm_absolute,62.845196,product,13,A,False
84836,2011-07,M4_gbm_absolute,331.920359,product,13,A,False
84840,2011-07,M4_gbm_absolute,14.140512,product,13,B,False
84842,2011-07,M4_gbm_absolute,4.559868,product,13,C,False
84843,2011-07,M4_gbm_absolute,9.080777,product,13,B,False
84846A,2011-07,M4_gbm_absolute,7.540692,product,13,C,False
84847,2011-07,M4_gbm_absolute,4.167403,product,13,B,False
84849A,2011-07,M4_gbm_absolute,9.490470,product,13,C,False
84849B,2011-07,M4_gbm_absolute,38.489600,product,13,A,False
84849D,2011-07,M4_gbm_absolute,40.399850,product,13,B,False
84856L,2011-07,M4_gbm_absolute,2.870905,product,13,B,False
84856S,2011-07,M4_gbm_absolute,0.220722,product,11,B,False
84857C,2011-07,M4_gbm_absolute,4.673012,product,12,C,False
84858C,2011-07,M4_gbm_absolute,24.172498,product,13,C,False
84859A,2011-07,M4_gbm_absolute,6.058372,product,13,C,False
84859B,2011-07,M4_gbm_absolute,0.123470,product,11,C,False
84859C,2011-07,M4_gbm_absolute,2.197059,product,12,C,False
84865,2011-07,M4_gbm_absolute,5.072891,product,13,C,False
84870B,2011-07,M4_gbm_absolute,6.658595,product,13,C,False
84870C,2011-07,M4_gbm_absolute,6.243946,product,13,C,False
84872A,2011-07,M4_gbm_absolute,9.326754,product,13,B,False
84873A,2011-07,M4_gbm_absolute,0.438811,product,11,B,False
84874B,2011-07,M4_gbm_absolute,3.840532,product,13,C,False
84875B,2011-07,M4_gbm_absolute,0.565147,product,12,C,False
84875D,2011-07,M4_gbm_absolute,3.077268,product,13,C,False
84876B,2011-07,M4_gbm_absolute,3.165064,product,12,C,False
84876D,2011-07,M4_gbm_absolute,20.582809,product,13,C,False
84877A,2011-07,M4_gbm_absolute,8.774351,product,13,C,False
84877B,2011-07,M4_gbm_absolute,3.905931,product,13,C,False
84877D,2011-07,M4_gbm_absolute,2.018987,product,13,C,False
84879,2011-07,M4_gbm_absolute,1729.764904,product,13,A,False
84880,2011-07,M4_gbm_absolute,59.020788,product,13,A,False
84881,2011-07,M4_gbm_absolute,1.706603,product,13,C,False
84882,2011-07,M4_gbm_absolute,2.098128,product,13,C,False
84884A,2011-07,M4_gbm_absolute,34.191220,product,13,A,False
84898F,2011-07,M4_gbm_absolute,7.444826,product,13,C,False
84905,2011-07,M4_gbm_absolute,5.685323,product,13,B,False
84906,2011-07,M4_gbm_absolute,3.655685,product,13,C,False
84907,2011-07,M4_gbm_absolute,1.543156,product,13,C,False
84910A,2011-07,M4_gbm_absolute,3.289680,product,13,B,False
84912A,2011-07,M4_gbm_absolute,21.357080,product,13,B,False
84912B,2011-07,M4_gbm_absolute,16.919465,product,13,B,False
84913A,2011-07,M4_gbm_absolute,24.935587,product,13,B,False
84913B,2011-07,M4_gbm_absolute,10.114780,product,13,B,False
84915,2011-07,M4_gbm_absolute,2.452737,product,13,C,False
84916,2011-07,M4_gbm_absolute,6.563554,product,13,C,False
84917,2011-07,M4_gbm_absolute,6.573724,product,13,C,False
84919,2011-07,M4_gbm_absolute,1.591670,product,13,B,False
84920,2011-07,M4_gbm_absolute,8.038776,product,13,C,False
84921,2011-07,M4_gbm_absolute,0.855468,product,13,C,False
84922,2011-07,M4_gbm_absolute,0.637932,product,13,C,False
84923,2011-07,M4_gbm_absolute,7.607014,product,13,C,False
84924A,2011-07,M4_gbm_absolute,7.419710,product,13,C,False
84925D,2011-07,M4_gbm_absolute,2.778469,product,13,C,False
84925F,2011-07,M4_gbm_absolute,4.363712,product,13,C,False
84926A,2011-07,M4_gbm_absolute,1.972921,product,13,C,False
84926D,2011-07,M4_gbm_absolute,14.377424,product,13,C,False
84926E,2011-07,M4_gbm_absolute,14.726542,product,13,C,False
84926F,2011-07,M4_gbm_absolute,9.434951,product,13,C,False
84927A,2011-07,M4_gbm_absolute,5.140185,product,13,C,False
84927D,2011-07,M4_gbm_absolute,3.894376,product,13,C,False
84927E,2011-07,M4_gbm_absolute,11.721125,product,13,C,False
84927F,2011-07,M4_gbm_absolute,5.422574,product,13,C,False
84929,2011-07,M4_gbm_absolute,52.171408,product,13,C,False
84931A,2011-07,M4_gbm_absolute,6.381902,product,13,C,False
84931B,2011-07,M4_gbm_absolute,7.705755,product,13,C,False
84944,2011-07,M4_gbm_absolute,19.489857,product,13,B,False
84945,2011-07,M4_gbm_absolute,615.696443,product,13,A,False
84946,2011-07,M4_gbm_absolute,634.779620,product,13,A,False
84947,2011-07,M4_gbm_absolute,279.518962,product,13,A,False
84949,2011-07,M4_gbm_absolute,251.050164,product,13,A,False
84950,2011-07,M4_gbm_absolute,122.311345,product,13,A,False
84951A,2011-07,M4_gbm_absolute,12.853483,product,13,C,False
84951B,2011-07,M4_gbm_absolute,16.139294,product,13,C,False
84952A,2011-07,M4_gbm_absolute,1.543620,product,13,C,False
84952B,2011-07,M4_gbm_absolute,4.607725,product,13,C,False
84952C,2011-07,M4_gbm_absolute,6.109255,product,13,C,False
84968A,2011-07,M4_gbm_absolute,3.797482,product,13,A,False
84968B,2011-07,M4_gbm_absolute,1.677047,product,13,A,False
84968C,2011-07,M4_gbm_absolute,6.800854,product,13,A,False
