stock_code,target_month,model,sigma,sigma_source,n_residuals_product,abc_class,zero_mad
22646,2011-07,M1_linear,107.579135,product,13,A,False
22647,2011-07,M1_linear,51.242618,product,13,C,False
22649,2011-07,M1_linear,42.172567,product,13,A,False
22650,2011-07,M1_linear,28.809482,product,13,B,False
22651,2011-07,M1_linear,118.737609,product,11,B,False
22652,2011-07,M1_linear,594.834041,product,11,A,False
22653,2011-07,M1_linear,80.897973,product,11,A,False
22654,2011-07,M1_linear,179.742630,product,11,A,False
22655,2011-07,M1_linear,2.965200,product,11,A,False
22656,2011-07,M1_linear,1.482600,product,11,A,False
22659,2011-07,M1_linear,420.935475,product,13,A,False
22660,2011-07,M1_linear,64.091618,product,12,A,False
22661,2011-07,M1_linear,295.747911,product,11,A,False
22662,2011-07,M1_linear,363.206732,product,11,A,False
22663,2011-07,M1_linear,198.291086,product,11,A,False
22664,2011-07,M1_linear,52.089759,product,11,B,False
22665,2011-07,M1_linear,119.950608,product,11,A,False
22666,2011-07,M1_linear,108.824612,product,11,A,False
22667,2011-07,M1_linear,106.718324,product,11,A,False
22668,2011-07,M1_linear,102.516325,product,11,A,False
22669,2011-07,M1_linear,50.228725,product,11,A,False
22670,2011-07,M1_linear,41.526813,product,10,A,False
22671,2011-07,M1_linear,71.248042,product,10,B,False
22672,2011-07,M1_linear,147.965509,product,10,A,False
22673,2011-07,M1_linear,27.328958,product,10,B,False
22674,2011-07,M1_linear,77.953388,product,10,B,False
22675,2011-07,M1_linear,94.979078,product,10,B,False
22676,2011-07,M1_linear,41.225564,product,10,B,False
22677,2011-07,M1_linear,45.325993,product,10,B,False
22678,2011-07,M1_linear,33.929662,product,10,B,False
22679,2011-07,M1_linear,25.956433,product,10,B,False
22680,2011-07,M1_linear,25.644621,product,10,B,False
22681,2011-07,M1_linear,36.711042,product,10,B,False
22682,2011-07,M1_linear,24.031440,product,10,B,False
22683,2011-07,M1_linear,25.136353,product,10,B,False
22684,2011-07,M1_linear,20.651744,product,10,B,False
22685,2011-07,M1_linear,35.115091,product,10,B,False
22686,2011-07,M1_linear,36.102309,product,10,B,False
22687,2011-07,M1_linear,42.943473,product,12,B,False
22688,2011-07,M1_linear,37.769794,product,12,B,False
22689,2011-07,M1_linear,37.403445,product,12,A,False
22690,2011-07,M1_linear,91.864797,product,12,A,False
22691,2011-07,M1_linear,76.776876,product,12,A,False
22692,2011-07,M1_linear,92.389415,product,12,A,False
22693,2011-07,M1_linear,863.746728,product,10,A,False
22694,2011-07,M1_linear,308.281361,product,11,A,False
22695,2011-07,M1_linear,52.249839,product,11,B,False
22696,2011-07,M1_linear,44.938468,product,11,B,False
22697,2011-07,M1_linear,233.592666,product,10,A,False
22698,2011-07,M1_linear,309.466164,product,10,A,False
22699,2011-07,M1_linear,316.518480,product,10,A,False
22700,2011-07,M1_linear,82.506850,product,11,B,False
22701,2011-07,M1_linear,63.709055,product,12,B,False
22702,2011-07,M1_linear,61.954997,product,12,B,False
22703,2011-07,M1_linear,64.883069,product,12,C,False
22704,2011-07,M1_linear,222.346659,product,13,B,False
22705,2011-07,M1_linear,152.397945,product,13,B,False
22706,2011-07,M1_linear,144.930140,product,12,B,False
22707,2011-07,M1_linear,78.104932,product,13,C,False
22708,2011-07,M1_linear,150.347534,product,12,B,False
22709,2011-07,M1_linear,118.043752,product,12,C,False
22710,2011-07,M1_linear,342.525363,product,13,B,False
22711,2011-07,M1_linear,138.266420,product,13,B,False
22712,2011-07,M1_linear,304.295899,product,13,B,False
22713,2011-07,M1_linear,246.321336,product,13,B,False
22714,2011-07,M1_linear,151.342254,product,13,B,False
22715,2011-07,M1_linear,111.772707,product,12,C,False
22716,2011-07,M1_linear,48.219064,product,12,B,False
22717,2011-07,M1_linear,45.479407,product,12,C,False
22718,2011-07,M1_linear,91.507292,product,12,C,False
22719,2011-07,M1_linear,69.489363,product,13,B,False
22720,2011-07,M1_linear,716.336625,product,6,A,False
22721,2011-07,M1_linear,57.453622,product,6,B,False
22722,2011-07,M1_linear,267.291851,product,7,A,False
22723,2011-07,M1_linear,63.591241,product,6,B,False
22725,2011-07,M1_linear,88.966968,product,9,A,False
22726,2011-07,M1_linear,387.725518,product,9,A,False
22727,2011-07,M1_linear,228.725405,product,9,A,False
22728,2011-07,M1_linear,223.077924,product,9,A,False
22729,2011-07,M1_linear,124.970532,product,9,A,False
22730,2011-07,M1_linear,119.250021,product,9,A,False
22731,2011-07,M1_linear,79.843750,product,9,B,False
22732,2011-07,M1_linear,95.752998,product,9,B,False
22733,2011-07,M1_linear,153.795179,product,9,B,False
22734,2011-07,M1_linear,603.966431,product,9,A,False
22735,2011-07,M1_linear,64.422250,product,9,B,False
22736,2011-07,M1_linear,112.781807,product,9,B,False
22737,2011-07,M1_linear,164.141951,product,9,A,False
22738,2011-07,M1_linear,228.384516,product,9,A,False
22739,2011-07,M1_linear,178.096380,product,9,A,False
22740,2011-07,M1_linear,299.148795,product,9,A,False
22741,2011-07,M1_linear,282.897628,product,9,A,False
22742,2011-07,M1_linear,37.643762,product,10,B,False
22743,2011-07,M1_linear,39.045661,product,10,A,False
22744,2011-07,M1_linear,53.975271,product,10,A,False
22745,2011-07,M1_linear,178.126957,product,9,A,False
22746,2011-07,M1_linear,171.807729,product,9,A,False
22747,2011-07,M1_linear,105.406479,product,9,A,False
22748,2011-07,M1_linear,293.457347,product,9,A,False
22749,2011-07,M1_linear,209.856732,product,9,A,False
22750,2011-07,M1_linear,199.647423,product,9,A,False
22751,2011-07,M1_linear,97.637938,product,9,A,False
22752,2011-07,M1_linear,237.095672,product,10,A,False
22753,2011-07,M1_linear,105.002803,product,10,B,False
22754,2011-07,M1_linear,204.026926,product,10,B,False
22755,2011-07,M1_linear,150.781072,product,10,B,False
22756,2011-07,M1_linear,53.918884,product,10,B,False
22757,2011-07,M1_linear,98.328741,product,10,B,False
22758,2011-07,M1_linear,72.303496,product,10,B,False
22759,2011-07,M1_linear,374.585584,product,10,A,False
22760,2011-07,M1_linear,24.041722,product,8,B,False
22761,2011-07,M1_linear,3.081216,product,8,C,False
22762,2011-07,M1_linear,30.664762,product,8,B,False
22763,2011-07,M1_linear,41.803028,product,8,A,False
22764,2011-07,M1_linear,3.668543,product,8,A,False
22766,2011-07,M1_linear,169.107127,product,8,A,False
22767,2011-07,M1_linear,55.446588,product,8,A,False
22768,2011-07,M1_linear,53.816129,product,8,A,False
22769,2011-07,M1_linear,0.000000,product,8,A,True
22770,2011-07,M1_linear,13.606232,product,8,B,False
22771,2011-07,M1_linear,184.351795,product,8,A,False
22772,2011-07,M1_linear,79.360875,product,8,A,False
22773,2011-07,M1_linear,61.486006,product,8,B,False
22774,2011-07,M1_linear,221.192201,product,8,B,False
22775,2011-07,M1_linear,217.741034,product,8,B,False
22776,2011-07,M1_linear,78.411436,product,8,A,False
22777,2011-07,M1_linear,48.847291,product,8,B,False
22778,2011-07,M1_linear,87.232752,product,8,B,False
22779,2011-07,M1_linear,86.237455,product,8,A,False
22780,2011-07,M1_linear,56.108125,product,8,A,False
22781,2011-07,M1_linear,40.793601,product,8,A,False
22782,2011-07,M1_linear,39.657556,product,8,B,False
22783,2011-07,M1_linear,89.522794,product,8,B,False
22784,2011-07,M1_linear,38.821988,product,8,A,False
22785,2011-07,M1_linear,37.449125,product,8,B,False
22786,2011-07,M1_linear,19.327008,product,8,B,False
22788,2011-07,M1_linear,30.412452,product,8,A,False
22789,2011-07,M1_linear,85.748776,product,8,B,False
22791,2011-07,M1_linear,302.836883,product,8,A,False
22792,2011-07,M1_linear,153.003711,product,8,B,False
22794,2011-07,M1_linear,13.015517,product,8,B,False
22795,2011-07,M1_linear,94.979643,product,8,A,False
22796,2011-07,M1_linear,28.781577,product,8,A,False
22797,2011-07,M1_linear,26.841599,product,8,B,False
22798,2011-07,M1_linear,85.616253,product,8,A,False
22799,2011-07,M1_linear,24.877436,product,8,B,False
22800,2011-07,M1_linear,34.838114,product,8,B,False
22801,2011-07,M1_linear,25.870002,product,8,B,False
22802,2011-07,M1_linear,15.053162,product,8,B,False
22803,2011-07,M1_linear,4.447800,product,8,B,False
22804,2011-07,M1_linear,153.977948,product,9,A,False
22805,2011-07,M1_linear,75.054910,product,8,B,False
22806,2011-07,M1_linear,38.964028,product,9,C,False
22807,2011-07,M1_linear,54.349922,product,9,B,False
22808,2011-07,M1_linear,71.344757,product,9,B,False
22809,2011-07,M1_linear,81.986375,product,9,A,False
22810,2011-07,M1_linear,130.574276,product,9,A,False
22811,2011-07,M1_linear,41.671924,product,9,C,False
22812,2011-07,M1_linear,303.128362,product,9,A,False
22813,2011-07,M1_linear,150.471789,product,9,A,False
22814,2011-07,M1_linear,109.627596,product,9,C,False
22815,2011-07,M1_linear,106.998070,product,9,C,False
22816,2011-07,M1_linear,278.885512,product,9,B,False
22817,2011-07,M1_linear,137.507825,product,9,C,False
22818,2011-07,M1_linear,199.836304,product,9,B,False
22819,2011-07,M1_linear,88.379391,product,9,C,False
22820,2011-07,M1_linear,4.145701,product,9,C,False
22821,2011-07,M1_linear,73.308064,product,9,C,False
22822,2011-07,M1_linear,28.593500,product,7,B,False
22823,2011-07,M1_linear,0.741300,product,8,B,False
22824,2011-07,M1_linear,2.965200,product,7,B,False
22825,2011-07,M1_linear,24.056238,product,8,C,False
22826,2011-07,M1_linear,1.482600,product,6,B,False
22827,2011-07,M1_linear,0.741300,product,8,A,False
22828,2011-07,M1_linear,1.482600,product,8,B,False
22829,2011-07,M1_linear,15.495862,product,7,B,False
22830,2011-07,M1_linear,9.458020,product,8,A,False
22831,2011-07,M1_linear,55.715231,product,7,B,False
22832,2011-07,M1_linear,11.162297,product,7,B,False
22833,2011-07,M1_linear,0.000000,product,7,A,True
22834,2011-07,M1_linear,601.769956,product,9,A,False
22835,2011-07,M1_linear,204.341595,product,9,A,False
22837,2011-07,M1_linear,164.802881,product,8,A,False
22838,2011-07,M1_linear,142.064452,product,8,A,False
22839,2011-07,M1_linear,44.001521,product,8,A,False
22840,2011-07,M1_linear,48.182175,product,8,A,False
22841,2011-07,M1_linear,35.272827,product,8,A,False
22842,2011-07,M1_linear,29.238123,product,8,A,False
22843,2011-07,M1_linear,24.332291,product,8,B,False
22844,2011-07,M1_linear,80.805791,product,8,A,False
22845,2011-07,M1_linear,70.289112,product,8,A,False
22846,2011-07,M1_linear,81.740752,product,8,A,False
22847,2011-07,M1_linear,79.269195,product,8,A,False
22848,2011-07,M1_linear,32.821190,product,8,A,False
22849,2011-07,M1_linear,70.567852,product,8,A,False
22851,2011-07,M1_linear,299.672094,product,10,B,False
22852,2011-07,M1_linear,31.595117,product,8,B,False
22853,2011-07,M1_linear,22.549810,product,8,B,False
22854,2011-07,M1_linear,120.458234,product,9,A,False
22855,2011-07,M1_linear,416.439512,product,9,A,False
22856,2011-07,M1_linear,54.863821,product,8,B,False
22857,2011-07,M1_linear,110.140583,product,8,B,False
22858,2011-07,M1_linear,190.050550,product,7,B,False
22859,2011-07,M1_linear,168.226853,product,8,B,False
22860,2011-07,M1_linear,139.136608,product,8,B,False
22861,2011-07,M1_linear,32.502045,product,6,C,False
22862,2011-07,M1_linear,50.724688,product,9,A,False
22863,2011-07,M1_linear,112.799701,product,9,B,False
22865,2011-07,M1_linear,391.055882,product,9,A,False
22866,2011-07,M1_linear,389.349076,product,9,A,False
22867,2011-07,M1_linear,459.773947,product,9,A,False
22868,2011-07,M1_linear,6.086929,product,8,C,False
22869,2011-07,M1_linear,19.586543,product,8,C,False
22870,2011-07,M1_linear,16.005366,product,8,C,False
22871,2011-07,M1_linear,13.645314,product,8,C,False
22872,2011-07,M1_linear,5.939785,product,8,C,False
22873,2011-07,M1_linear,10.471847,product,8,C,False
22874,2011-07,M1_linear,5.352596,product,8,C,False
22875,2011-07,M1_linear,22.271676,product,8,C,False
22876,2011-07,M1_linear,19.790640,product,8,C,False
22877,2011-07,M1_linear,25.073815,product,8,C,False
22878,2011-07,M1_linear,18.078255,product,8,C,False
22879,2011-07,M1_linear,20.925585,product,8,C,False
22880,2011-07,M1_linear,17.793741,product,8,C,False
22881,2011-07,M1_linear,21.195841,product,8,C,False
22882,2011-07,M1_linear,19.292128,product,8,C,False
22883,2011-07,M1_linear,17.865664,product,8,C,False
22884,2011-07,M1_linear,21.292175,product,8,C,False
22885,2011-07,M1_linear,16.913731,product,8,C,False
22886,2011-07,M1_linear,21.951069,product,8,C,False
22887,2011-07,M1_linear,21.133021,product,8,C,False
22888,2011-07,M1_linear,18.401557,product,7,C,False
22889,2011-07,M1_linear,29.049749,product,8,C,False
22890,2011-07,M1_linear,77.851039,product,8,A,False
22891,2011-07,M1_linear,89.548940,product,8,B,False
22892,2011-07,M1_linear,107.123896,product,8,B,False
22893,2011-07,M1_linear,186.244931,product,8,C,False
22894,2011-07,M1_linear,21.217132,product,9,A,False
22895,2011-07,M1_linear,195.540235,product,9,A,False
22896,2011-07,M1_linear,167.368758,product,9,A,False
22897,2011-07,M1_linear,86.954744,product,9,B,False
22898,2011-07,M1_linear,91.644090,product,9,A,False
22899,2011-07,M1_linear,45.248872,product,9,A,False
22900,2011-07,M1_linear,150.425667,product,9,A,False
22902,2011-07,M1_linear,101.884049,product,9,B,False
22903,2011-07,M1_linear,54.012390,product,9,B,False
22904,2011-07,M1_linear,162.499883,product,9,A,False
22905,2011-07,M1_linear,33.215307,product,9,B,False
22906,2011-07,M1_linear,276.426452,product,9,A,False
22907,2011-07,M1_linear,349.273486,product,9,A,False
22908,2011-07,M1_linear,297.514236,product,9,B,False
22909,2011-07,M1_linear,962.992214,product,9,A,False
22910,2011-07,M1_linear,773.115545,product,9,A,False
22911,2011-07,M1_linear,14.313994,product,9,B,False
22912,2011-07,M1_linear,27.917228,product,7,B,False
22913,2011-07,M1_linear,28.643644,product,7,B,False
22914,2011-07,M1_linear,32.616607,product,7,B,False
22915,2011-07,M1_linear,94.501709,product,7,C,False
22916,2011-07,M1_linear,167.951032,product,7,C,False
22917,2011-07,M1_linear,111.482687,product,7,C,False
22918,2011-07,M1_linear,124.818285,product,7,C,False
22919,2011-07,M1_linear,141.843839,product,7,C,False
22920,2011-07,M1_linear,81.710809,product,7,C,False
22921,2011-07,M1_linear,172.499966,product,7,C,False
22922,2011-07,M1_linear,86.826191,product,7,B,False
22923,2011-07,M1_linear,37.925223,product,7,C,False
22924,2011-07,M1_linear,61.809191,product,7,C,False
22925,2011-07,M1_linear,68.604002,product,7,B,False
22926,2011-07,M1_linear,52.488773,product,7,A,False
22927,2011-07,M1_linear,35.664624,product,7,B,False
22928,2011-07,M1_linear,29.944992,product,7,C,False
22929,2011-07,M1_linear,1.482600,product,7,C,False
22930,2011-07,M1_linear,110.248911,product,6,B,False
22931,2011-07,M1_linear,48.303199,product,6,B,False
22932,2011-07,M1_linear,102.323433,product,6,B,False
22933,2011-07,M1_linear,236.895091,product,6,B,False
22934,2011-07,M1_linear,51.593126,product,6,B,False
22935,2011-07,M1_linear,22.592958,product,6,B,False
22936,2011-07,M1_linear,48.940138,product,6,C,False
22937,2011-07,M1_linear,76.203860,product,6,B,False
22938,2011-07,M1_linear,132.983998,product,9,A,False
22939,2011-07,M1_linear,47.433046,product,9,B,False
22940,2011-07,M1_linear,168.902574,product,9,A,False
22941,2011-07,M1_linear,47.238472,product,8,A,False
22943,2011-07,M1_linear,98.126958,product,8,A,False
22944,2011-07,M1_linear,29.044133,product,9,B,False
22945,2011-07,M1_linear,271.800277,product,9,A,False
22946,2011-07,M1_linear,41.766142,product,9,A,False
22947,2011-07,M1_linear,18.671397,product,9,A,False
22948,2011-07,M1_linear,152.691981,product,9,B,False
22949,2011-07,M1_linear,57.882477,product,9,B,False
22950,2011-07,M1_linear,42.115337,product,8,A,False
22951,2011-07,M1_linear,495.293091,product,9,A,False
22952,2011-07,M1_linear,1662.920677,product,9,A,False
22953,2011-07,M1_linear,31.722125,product,7,C,False
22954,2011-07,M1_linear,34.064312,product,7,C,False
22955,2011-07,M1_linear,59.917506,product,7,B,False
22956,2011-07,M1_linear,72.864571,product,7,B,False
22957,2011-07,M1_linear,116.260173,abc_group,5,A,False
22960,2011-07,M1_linear,308.223880,product,7,A,False
22961,2011-07,M1_linear,299.753507,product,11,A,False
22962,2011-07,M1_linear,170.980958,product,7,B,False
22963,2011-07,M1_linear,212.984933,product,11,B,False
22964,2011-07,M1_linear,209.510184,product,7,A,False
22965,2011-07,M1_linear,42.069647,product,7,B,False
22966,2011-07,M1_linear,181.633328,product,7,A,False
22967,2011-07,M1_linear,116.260173,abc_group,5,A,False
22968,2011-07,M1_linear,151.368088,product,8,A,False
22969,2011-07,M1_linear,768.389504,product,7,A,False
22970,2011-07,M1_linear,132.259036,product,6,A,False
22971,2011-07,M1_linear,135.053207,product,6,A,False
22972,2011-07,M1_linear,92.365923,product,7,B,False
22973,2011-07,M1_linear,52.572955,product,7,B,False
22974,2011-07,M1_linear,148.813612,product,7,B,False
22975,2011-07,M1_linear,65.623390,product,7,B,False
22976,2011-07,M1_linear,30.473528,product,7,B,False
22977,2011-07,M1_linear,11.927837,product,7,B,False
22978,2011-07,M1_linear,43.219446,abc_group,4,B,False
22979,2011-07,M1_linear,43.219446,abc_group,3,B,False
22980,2011-07,M1_linear,43.219446,abc_group,4,B,False
22981,2011-07,M1_linear,21.563361,abc_group,3,C,False
22982,2011-07,M1_linear,21.563361,abc_group,3,C,False
22983,2011-07,M1_linear,162.614897,product,9,B,False
22984,2011-07,M1_linear,70.540074,product,9,C,False
22985,2011-07,M1_linear,207.477906,product,9,B,False
22986,2011-07,M1_linear,110.910450,product,9,B,False
22987,2011-07,M1_linear,41.396593,product,9,C,False
22988,2011-07,M1_linear,758.372230,product,7,A,False
22989,2011-07,M1_linear,116.260173,abc_group,4,A,False
22990,2011-07,M1_linear,43.219446,abc_group,4,B,False
22991,2011-07,M1_linear,43.219446,abc_group,4,B,False
22992,2011-07,M1_linear,43.219446,abc_group,4,B,False
22993,2011-07,M1_linear,116.260173,abc_group,4,A,False
22994,2011-07,M1_linear,21.563361,abc_group,4,C,False
22995,2011-07,M1_linear,21.563361,abc_group,4,C,False
22996,2011-07,M1_linear,21.563361,abc_group,4,C,False
22997,2011-07,M1_linear,21.563361,abc_group,4,C,False
22998,2011-07,M1_linear,43.219446,abc_group,4,B,False
22999,2011-07,M1_linear,21.563361,abc_group,4,C,False
23000,2011-07,M1_linear,21.563361,abc_group,4,C,False
23002,2011-07,M1_linear,21.563361,abc_group,4,C,False
23003,2011-07,M1_linear,21.563361,abc_group,4,C,False
23004,2011-07,M1_linear,21.563361,abc_group,4,C,False
23005,2011-07,M1_linear,21.563361,abc_group,4,C,False
23006,2011-07,M1_linear,21.563361,abc_group,4,C,False
23007,2011-07,M1_linear,116.260173,abc_group,3,A,False
23008,2011-07,M1_linear,116.260173,abc_group,3,A,False
23009,2011-07,M1_linear,43.219446,abc_group,3,B,False
23010,2011-07,M1_linear,43.219446,abc_group,3,B,False
23012,2011-07,M1_linear,21.563361,abc_group,0,C,False
23013,2011-07,M1_linear,21.563361,abc_group,0,C,False
23014,2011-07,M1_linear,21.563361,abc_group,0,C,False
23015,2011-07,M1_linear,21.563361,abc_group,0,C,False
23016,2011-07,M1_linear,21.563361,abc_group,0,C,False
23017,2011-07,M1_linear,21.563361,abc_group,0,C,False
23018,2011-07,M1_linear,21.563361,abc_group,0,C,False
23019,2011-07,M1_linear,21.563361,abc_group,0,C,False
23020,2011-07,M1_linear,21.563361,abc_group,0,C,False
23021,2011-07,M1_linear,21.563361,abc_group,0,C,False
23022,2011-07,M1_linear,21.563361,abc_group,0,C,False
23023,2011-07,M1_linear,21.563361,abc_group,0,C,False
23024,2011-07,M1_linear,21.563361,abc_group,0,C,False
23025,2011-07,M1_linear,21.563361,abc_group,0,C,False
23026,2011-07,M1_linear,21.563361,abc_group,0,C,False
23027,2011-07,M1_linear,21.563361,abc_group,0,C,False
23028,2011-07,M1_linear,21.563361,abc_group,0,C,False
23029,2011-07,M1_linear,21.563361,abc_group,0,C,False
23031,2011-07,M1_linear,21.563361,abc_group,0,C,False
23032,2011-07,M1_linear,21.563361,abc_group,0,C,False
23033,2011-07,M1_linear,21.563361,abc_group,0,C,False
23034,2011-07,M1_linear,21.563361,abc_group,0,C,False
23035,2011-07,M1_linear,21.563361,abc_group,0,C,False
23036,2011-07,M1_linear,21.563361,abc_group,0,C,False
23037,2011-07,M1_linear,21.563361,abc_group,0,C,False
23039,2011-07,M1_linear,21.563361,abc_group,0,C,False
23040,2011-07,M1_linear,21.563361,abc_group,2,C,False
23041,2011-07,M1_linear,21.563361,abc_group,2,C,False
23042,2011-07,M1_linear,21.563361,abc_group,2,C,False
23043,2011-07,M1_linear,21.563361,abc_group,1,C,False
23044,2011-07,M1_linear,21.563361,abc_group,1,C,False
23045,2011-07,M1_linear,21.563361,abc_group,1,C,False
23046,2011-07,M1_linear,21.563361,abc_group,1,C,False
23047,2011-07,M1_linear,21.563361,abc_group,1,C,False
23048,2011-07,M1_linear,21.563361,abc_group,2,C,False
23049,2011-07,M1_linear,43.219446,abc_group,3,B,False
23050,2011-07,M1_linear,43.219446,abc_group,3,B,False
23051,2011-07,M1_linear,43.219446,abc_group,3,B,False
23052,2011-07,M1_linear,43.219446,abc_group,3,B,False
23053,2011-07,M1_linear,43.219446,abc_group,3,B,False
23054,2011-07,M1_linear,43.219446,abc_group,3,B,False
23055,2011-07,M1_linear,21.563361,abc_group,2,C,False
23056,2011-07,M1_linear,21.563361,abc_group,2,C,False
23057,2011-07,M1_linear,21.563361,abc_group,2,C,False
23060,2011-07,M1_linear,21.563361,abc_group,2,C,False
23061,2011-07,M1_linear,21.563361,abc_group,2,C,False
23064,2011-07,M1_linear,21.563361,abc_group,2,C,False
23065,2011-07,M1_linear,43.219446,abc_group,2,B,False
23066,2011-07,M1_linear,21.563361,abc_group,2,C,False
23067,2011-07,M1_linear,21.563361,abc_group,2,C,False
23068,2011-07,M1_linear,21.563361,abc_group,2,C,False
23069,2011-07,M1_linear,21.563361,abc_group,2,C,False
23070,2011-07,M1_linear,21.563361,abc_group,1,C,False
23071,2011-07,M1_linear,21.563361,abc_group,2,C,False
23072,2011-07,M1_linear,21.563361,abc_group,1,C,False
23073,2011-07,M1_linear,21.563361,abc_group,2,C,False
23075,2011-07,M1_linear,21.563361,abc_group,2,C,False
23076,2011-07,M1_linear,43.219446,abc_group,3,B,False
23077,2011-07,M1_linear,43.219446,abc_group,3,B,False
23078,2011-07,M1_linear,43.219446,abc_group,3,B,False
23079,2011-07,M1_linear,21.563361,abc_group,1,C,False
23080,2011-07,M1_linear,21.563361,abc_group,1,C,False
23081,2011-07,M1_linear,21.563361,abc_group,1,C,False
23082,2011-07,M1_linear,43.219446,abc_group,1,B,False
23083,2011-07,M1_linear,21.563361,abc_group,1,C,False
23084,2011-07,M1_linear,43.219446,abc_group,1,B,False
23085,2011-07,M1_linear,21.563361,abc_group,1,C,False
23086,2011-07,M1_linear,21.563361,abc_group,1,C,False
23087,2011-07,M1_linear,21.563361,abc_group,1,C,False
23088,2011-07,M1_linear,21.563361,abc_group,1,C,False
23089,2011-07,M1_linear,21.563361,abc_group,1,C,False
23090,2011-07,M1_linear,21.563361,abc_group,1,C,False
23091,2011-07,M1_linear,43.219446,abc_group,1,B,False
23092,2011-07,M1_linear,21.563361,abc_group,1,C,False
23093,2011-07,M1_linear,21.563361,abc_group,1,C,False
23094,2011-07,M1_linear,21.563361,abc_group,1,C,False
23096,2011-07,M1_linear,21.563361,abc_group,1,C,False
23099,2011-07,M1_linear,21.563361,abc_group,1,C,False
23100,2011-07,M1_linear,21.563361,abc_group,1,C,False
23101,2011-07,M1_linear,21.563361,abc_group,1,C,False
23102,2011-07,M1_linear,21.563361,abc_group,1,C,False
23103,2011-07,M1_linear,21.563361,abc_group,1,C,False
23104,2011-07,M1_linear,21.563361,abc_group,1,C,False
23106,2011-07,M1_linear,21.563361,abc_group,1,C,False
23107,2011-07,M1_linear,21.563361,abc_group,1,C,False
23108,2011-07,M1_linear,43.219446,abc_group,1,B,False
23109,2011-07,M1_linear,21.563361,abc_group,1,C,False
23110,2011-07,M1_linear,21.563361,abc_group,1,C,False
23111,2011-07,M1_linear,43.219446,abc_group,1,B,False
23112,2011-07,M1_linear,21.563361,abc_group,1,C,False
23118,2011-07,M1_linear,43.219446,abc_group,1,B,False
23119,2011-07,M1_linear,21.563361,abc_group,0,C,False
23120,2011-07,M1_linear,21.563361,abc_group,0,C,False
23121,2011-07,M1_linear,21.563361,abc_group,0,C,False
23122,2011-07,M1_linear,21.563361,abc_group,0,C,False
23123,2011-07,M1_linear,21.563361,abc_group,0,C,False
23124,2011-07,M1_linear,21.563361,abc_group,0,C,False
23125,2011-07,M1_linear,21.563361,abc_group,0,C,False
23126,2011-07,M1_linear,43.219446,abc_group,3,B,False
23127,2011-07,M1_linear,43.219446,abc_group,3,B,False
23128,2011-07,M1_linear,43.219446,abc_group,3,B,False
23129,2011-07,M1_linear,21.563361,abc_group,1,C,False
23130,2011-07,M1_linear,21.563361,abc_group,1,C,False
23131,2011-07,M1_linear,21.563361,abc_group,2,C,False
23132,2011-07,M1_linear,21.563361,abc_group,2,C,False
23133,2011-07,M1_linear,21.563361,abc_group,2,C,False
23134,2011-07,M1_linear,43.219446,abc_group,2,B,False
23135,2011-07,M1_linear,21.563361,abc_group,2,C,False
23136,2011-07,M1_linear,21.563361,abc_group,2,C,False
23137,2011-07,M1_linear,21.563361,abc_group,2,C,False
23138,2011-07,M1_linear,21.563361,abc_group,2,C,False
23139,2011-07,M1_linear,21.563361,abc_group,2,C,False
23140,2011-07,M1_linear,21.563361,abc_group,2,C,False
23141,2011-07,M1_linear,21.563361,abc_group,2,C,False
23142,2011-07,M1_linear,21.563361,abc_group,2,C,False
23143,2011-07,M1_linear,21.563361,abc_group,1,C,False
23144,2011-07,M1_linear,43.219446,abc_group,2,B,False
23145,2011-07,M1_linear,21.563361,abc_group,2,C,False
23146,2011-07,M1_linear,21.563361,abc_group,2,C,False
23147,2011-07,M1_linear,21.563361,abc_group,2,C,False
23148,2011-07,M1_linear,21.563361,abc_group,2,C,False
23149,2011-07,M1_linear,21.563361,abc_group,1,C,False
23150,2011-07,M1_linear,21.563361,abc_group,2,C,False
23151,2011-07,M1_linear,21.563361,abc_group,1,C,False
23152,2011-07,M1_linear,21.563361,abc_group,2,C,False
23153,2011-07,M1_linear,21.563361,abc_group,2,C,False
23154,2011-07,M1_linear,43.219446,abc_group,3,B,False
23155,2011-07,M1_linear,43.219446,abc_group,3,B,False
23156,2011-07,M1_linear,43.219446,abc_group,3,B,False
23157,2011-07,M1_linear,21.563361,abc_group,3,C,False
23158,2011-07,M1_linear,43.219446,abc_group,3,B,False
23159,2011-07,M1_linear,43.219446,abc_group,3,B,False
23160,2011-07,M1_linear,21.563361,abc_group,1,C,False
23161,2011-07,M1_linear,21.563361,abc_group,1,C,False
23162,2011-07,M1_linear,43.219446,abc_group,2,B,False
23163,2011-07,M1_linear,21.563361,abc_group,2,C,False
23164,2011-07,M1_linear,21.563361,abc_group,1,C,False
23165,2011-07,M1_linear,43.219446,abc_group,1,B,False
23166,2011-07,M1_linear,116.260173,abc_group,5,A,False
23167,2011-07,M1_linear,43.219446,abc_group,1,B,False
23168,2011-07,M1_linear,21.563361,abc_group,1,C,False
23169,2011-07,M1_linear,21.563361,abc_group,1,C,False
23170,2011-07,M1_linear,43.219446,abc_group,1,B,False
23171,2011-07,M1_linear,43.219446,abc_group,1,B,False
23172,2011-07,M1_linear,43.219446,abc_group,1,B,False
23173,2011-07,M1_linear,116.260173,abc_group,1,A,False
23174,2011-07,M1_linear,43.219446,abc_group,1,B,False
23175,2011-07,M1_linear,43.219446,abc_group,1,B,False
